Timestamp,Milliseconds,Latitude,Longitude,Altitude
2019-09-11 15:05:31,9,-22.9088145,-43.564763,0.0
2019-09-11 15:05:31,51,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:31,100,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:31,150,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:31,200,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:31,250,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:31,300,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,350,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,401,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,450,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,500,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,550,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,600,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,651,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,700,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,750,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,800,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,850,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,900,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,951,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1000,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1050,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1100,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1150,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1200,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1250,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:32,1301,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1350,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1400,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1450,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1501,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1550,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1600,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1650,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1701,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1750,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1800,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1850,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1900,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,1951,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2000,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2050,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2100,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2151,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2200,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2250,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:33,2300,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2351,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2400,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2450,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2500,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2550,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2600,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2651,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2700,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2750,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2800,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2850,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2901,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,2950,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3000,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3050,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3101,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3150,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3200,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3250,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:34,3301,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3350,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3400,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3451,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3500,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3550,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3600,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3650,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3701,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3750,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3800,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3850,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3900,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,3950,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,4000,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,4050,-22.9088308,-43.5647659,0.0
2019-09-11 15:05:35,4101,-22.9088308,-43.5647659,0.0
