Timestamp,Milliseconds,X,Y,Z
2019-11-19 14:07:37,1,2.2944987,6.5917974,6.888677
2019-11-19 14:07:37,14,2.2942827,6.5915294,6.8890057
2019-11-19 14:07:37,21,2.294915,6.591719,6.8886137
2019-11-19 14:07:37,31,2.294636,6.5916862,6.8887377
2019-11-19 14:07:37,41,2.2944229,6.591686,6.8888087
2019-11-19 14:07:37,51,2.2947888,6.5915327,6.888834
2019-11-19 14:07:37,62,2.2952437,6.5916395,6.8885794
2019-11-19 14:07:37,71,2.2951849,6.591802,6.888445
2019-11-19 14:07:37,81,2.2948678,6.591733,6.888616
2019-11-19 14:07:37,91,2.294892,6.5915833,6.8887506
2019-11-19 14:07:37,102,2.2953274,6.591736,6.8884597
2019-11-19 14:07:37,111,2.2954843,6.5915604,6.888575
2019-11-19 14:07:37,121,2.2953892,6.591419,6.8887415
2019-11-19 14:07:37,131,2.2951088,6.5914397,6.888817
2019-11-19 14:07:37,141,2.295588,6.591466,6.8886313
2019-11-19 14:07:37,152,2.2959025,6.5915227,6.888472
2019-11-19 14:07:37,161,2.2957034,6.5913777,6.8886766
2019-11-19 14:07:37,171,2.2961824,6.5915174,6.8883834
2019-11-19 14:07:37,181,2.2963238,6.591336,6.88851
2019-11-19 14:07:37,192,2.2973351,6.5919237,6.8876104
2019-11-19 14:07:37,201,2.297261,6.5918746,6.8876824
2019-11-19 14:07:37,212,2.2966106,6.5922866,6.8875055
2019-11-19 14:07:37,221,2.2960403,6.592777,6.8872256
2019-11-19 14:07:37,231,2.296441,6.5930505,6.88683
2019-11-19 14:07:37,242,2.2973554,6.593817,6.8857913
2019-11-19 14:07:37,251,2.296825,6.593645,6.8861327
2019-11-19 14:07:37,262,2.2969825,6.593446,6.8862715
2019-11-19 14:07:37,271,2.2973342,6.5935855,6.8860197
2019-11-19 14:07:37,281,2.2972374,6.5936418,6.8859982
2019-11-19 14:07:37,293,2.2968802,6.5934896,6.8862634
2019-11-19 14:07:37,301,2.2966707,6.5935116,6.886312
2019-11-19 14:07:37,311,2.296907,6.593461,6.886282
2019-11-19 14:07:37,321,2.2972581,6.5937085,6.8859267
2019-11-19 14:07:37,333,2.2968094,6.5935364,6.886242
2019-11-19 14:07:37,341,2.2967315,6.593295,6.886499
2019-11-19 14:07:37,352,2.296992,6.593477,6.886238
2019-11-19 14:07:37,361,2.2972445,6.5935364,6.886097
2019-11-19 14:07:37,371,2.296908,6.593451,6.886291
2019-11-19 14:07:37,382,2.2965965,6.5932837,6.886555
2019-11-19 14:07:37,391,2.2968206,6.5932603,6.8865037
2019-11-19 14:07:37,402,2.2973113,6.5933843,6.886221
2019-11-19 14:07:38,411,2.2970743,6.5934024,6.8862815
2019-11-19 14:07:38,421,2.2968535,6.5933123,6.886441
2019-11-19 14:07:38,431,2.2968264,6.593264,6.886498
2019-11-19 14:07:38,442,2.2970645,6.5932813,6.886401
2019-11-19 14:07:38,451,2.2972004,6.5931344,6.8864965
2019-11-19 14:07:38,462,2.2970438,6.592981,6.886696
2019-11-19 14:07:38,471,2.296677,6.5929203,6.8868766
2019-11-19 14:07:38,482,2.2972496,6.593012,6.886597
2019-11-19 14:07:38,491,2.2974877,6.5931196,6.8864155
2019-11-19 14:07:38,502,2.297351,6.5929074,6.8866634
2019-11-19 14:07:38,511,2.2976863,6.592599,6.886848
2019-11-19 14:07:38,521,2.2980118,6.5925713,6.8867645
2019-11-19 14:07:38,532,2.2988882,6.592901,6.8861556
2019-11-19 14:07:38,541,2.2987428,6.5927052,6.886393
2019-11-19 14:07:38,552,2.2978592,6.5928445,6.886554
2019-11-19 14:07:38,561,2.2967122,6.5935698,6.886243
2019-11-19 14:07:38,572,2.301042,6.594355,6.884045
2019-11-19 14:07:38,581,2.3007562,6.5948195,6.8836946
2019-11-19 14:07:38,591,2.2993033,6.5957074,6.883331
2019-11-19 14:07:38,602,2.299339,6.595453,6.883562
2019-11-19 14:07:38,611,2.301043,6.5963473,6.8821354
2019-11-19 14:07:38,622,2.301965,6.596233,6.881937
2019-11-19 14:07:38,631,2.3018665,6.59608,6.8821173
2019-11-19 14:07:38,641,2.3014624,6.59599,6.8823376
2019-11-19 14:07:38,652,2.3017821,6.59608,6.882145
2019-11-19 14:07:38,661,2.3019686,6.596188,6.8819795
2019-11-19 14:07:38,671,2.3016024,6.596215,6.8820763
2019-11-19 14:07:38,681,2.3012588,6.5960236,6.8823733
2019-11-19 14:07:38,691,2.3015604,6.596081,6.8822174
2019-11-19 14:07:38,701,2.3017905,6.5963063,6.881925
2019-11-19 14:07:38,712,2.301536,6.596263,6.8820515
2019-11-19 14:07:38,721,2.3012931,6.596069,6.8823185
2019-11-19 14:07:38,732,2.3012452,6.595992,6.882408
2019-11-19 14:07:38,741,2.3016858,6.596077,6.882179
2019-11-19 14:07:38,751,2.301465,6.596358,6.8819838
2019-11-19 14:07:38,761,2.3012152,6.5963407,6.882084
2019-11-19 14:07:38,772,2.301182,6.596268,6.8821654
2019-11-19 14:07:38,781,2.301645,6.596238,6.882038
2019-11-19 14:07:38,791,2.3017569,6.5960913,6.8821425
2019-11-19 14:07:38,802,2.3015625,6.595891,6.8824
2019-11-19 14:07:38,811,2.3013859,6.595822,6.8825245
2019-11-19 14:07:38,821,2.3019683,6.595991,6.882168
2019-11-19 14:07:38,831,2.3020275,6.5960846,6.882058
2019-11-19 14:07:38,841,2.301813,6.596178,6.88204
2019-11-19 14:07:38,851,2.3017473,6.5959935,6.8822393
2019-11-19 14:07:38,862,2.3021727,6.5958734,6.8822126
2019-11-19 14:07:38,871,2.302281,6.5959077,6.882143
2019-11-19 14:07:38,881,2.301903,6.5957584,6.8824124
2019-11-19 14:07:38,892,2.3015974,6.5957227,6.88255
2019-11-19 14:07:38,901,2.3015423,6.5957303,6.88256
2019-11-19 14:07:38,911,2.3020146,6.5957894,6.8823457
2019-11-19 14:07:38,921,2.301743,6.5959625,6.88227
2019-11-19 14:07:38,931,2.300491,6.596207,6.882455
2019-11-19 14:07:38,942,2.3005483,6.5959754,6.882657
2019-11-19 14:07:38,951,2.3009064,6.5960326,6.882483
2019-11-19 14:07:38,961,2.3008828,6.5959125,6.882606
2019-11-19 14:07:38,971,2.3005493,6.595968,6.8826637
2019-11-19 14:07:38,981,2.2998981,6.596569,6.8823056
2019-11-19 14:07:38,991,2.3003287,6.5966973,6.882038
2019-11-19 14:07:38,1002,2.300403,6.596908,6.881813
2019-11-19 14:07:38,1011,2.3001819,6.5968747,6.8819175
2019-11-19 14:07:38,1022,2.299791,6.5969505,6.8819766
2019-11-19 14:07:38,1031,2.2997665,6.5970783,6.8818607
2019-11-19 14:07:38,1041,2.3006492,6.597574,6.881091
2019-11-19 14:07:38,1052,2.3004024,6.5980167,6.8807497
2019-11-19 14:07:38,1061,2.3002405,6.5977507,6.881058
2019-11-19 14:07:38,1071,2.299888,6.5977354,6.8811917
2019-11-19 14:07:38,1081,2.3004568,6.5979295,6.880815
2019-11-19 14:07:38,1092,2.300652,6.598242,6.8804502
2019-11-19 14:07:38,1101,2.2999165,6.598391,6.8805532
2019-11-19 14:07:38,1111,2.3006718,6.59841,6.880282
2019-11-19 14:07:38,1122,2.3007605,6.5984154,6.8802485
