Timestamp,Milliseconds,X,Y,Z
2019-11-19 14:07:37,0,-0.0018463135,-3.3569336E-4,-0.005050659
2019-11-19 14:07:37,13,0.0029449463,-3.3569336E-4,0.005065918
2019-11-19 14:07:37,20,-0.003967285,0.0023345947,-0.003982544
2019-11-19 14:07:37,30,0.0013580322,-8.69751E-4,-0.0013275146
2019-11-19 14:07:37,40,-0.0034332275,7.324219E-4,0.0024108887
2019-11-19 14:07:37,51,0.0024261475,-8.69751E-4,0.0013427734
2019-11-19 14:07:37,60,-0.0013122559,-3.3569336E-4,-2.593994E-4
2019-11-19 14:07:37,70,-0.0050354004,-3.3569336E-4,-7.9345703E-4
2019-11-19 14:07:37,82,-0.002380371,0.0023345947,0.0013427734
2019-11-19 14:07:37,90,-7.7819824E-4,-0.0014038086,0.003479004
2019-11-19 14:07:37,100,-0.002380371,1.9836426E-4,-2.593994E-4
2019-11-19 14:07:37,111,-0.008239746,7.324219E-4,0.001876831
2019-11-19 14:07:37,120,-0.004501343,0.0023345947,-0.0018615723
2019-11-19 14:07:37,130,-7.7819824E-4,-0.0019378662,8.087158E-4
2019-11-19 14:07:37,140,-0.0018463135,7.324219E-4,-2.593994E-4
2019-11-19 14:07:37,151,-0.0050354004,7.324219E-4,-0.0029144287
2019-11-19 14:07:37,160,0.0013580322,0.0023345947,0.001876831
2019-11-19 14:07:37,170,-0.0013122559,0.0018005371,2.746582E-4
2019-11-19 14:07:37,181,2.89917E-4,-3.3569336E-4,-2.593994E-4
2019-11-19 14:07:37,190,-0.0018463135,0.0012664795,8.087158E-4
2019-11-19 14:07:37,200,-0.002380371,-3.3569336E-4,-0.0034484863
2019-11-19 14:07:37,210,-0.0029144287,0.0018005371,8.087158E-4
2019-11-19 14:07:37,220,0.004547119,-0.0019378662,8.087158E-4
2019-11-19 14:07:37,231,-0.0013122559,-8.69751E-4,-0.0013275146
2019-11-19 14:07:37,240,-0.0013122559,1.9836426E-4,-7.9345703E-4
2019-11-19 14:07:37,250,-0.0034332275,0.0044555664,-7.9345703E-4
2019-11-19 14:07:37,261,-0.002380371,-0.0024719238,0.0029449463
2019-11-19 14:07:37,270,-0.0029144287,-8.69751E-4,-2.593994E-4
2019-11-19 14:07:37,281,-0.0034332275,0.0012664795,-0.003982544
2019-11-19 14:07:37,291,-0.0029144287,0.0023345947,2.746582E-4
2019-11-19 14:07:37,300,2.89917E-4,-8.69751E-4,0.0029449463
2019-11-19 14:07:37,311,0.006149292,-0.004058838,2.746582E-4
2019-11-19 14:07:37,320,-0.0029144287,0.0012664795,-0.0018615723
2019-11-19 14:07:37,332,-0.007171631,0.0023345947,0.0029449463
2019-11-19 14:07:37,340,2.89917E-4,-0.0019378662,0.001876831
2019-11-19 14:07:37,350,0.003479004,-8.69751E-4,0.0013427734
2019-11-19 14:07:37,361,-0.0029144287,0.0023345947,-0.0018615723
2019-11-19 14:07:37,370,-0.0050354004,1.9836426E-4,-7.9345703E-4
2019-11-19 14:07:37,381,-0.0013122559,1.9836426E-4,0.0029449463
2019-11-19 14:07:37,390,0.003479004,-3.3569336E-4,0.0013427734
2019-11-19 14:07:37,401,-0.0034332275,-0.0014038086,-0.0013275146
2019-11-19 14:07:38,410,-0.0034332275,-3.3569336E-4,-7.9345703E-4
2019-11-19 14:07:38,420,-0.0034332275,0.0023345947,-0.0034484863
2019-11-19 14:07:38,430,-2.4414062E-4,-8.69751E-4,-2.593994E-4
2019-11-19 14:07:38,441,-0.0029144287,-0.0019378662,0.0013427734
2019-11-19 14:07:38,450,-0.0050354004,1.9836426E-4,-0.0018615723
2019-11-19 14:07:38,462,-0.004501343,-8.69751E-4,-7.9345703E-4
2019-11-19 14:07:38,470,-7.7819824E-4,0.0018005371,0.0039978027
2019-11-19 14:07:38,481,-0.0029144287,1.9836426E-4,-0.0013275146
